DYSTRYBUTOR,DATA,MODEL,ODPOWIEDNIK,CENA KATALOGOWA NETTO,CENA SKLEPU INTERNETOWEGO NETTO,RABAT,CENA KATALOGOWA PO RABACIE,WYSOKOŚĆ,SZEROKOŚĆ,GŁĘBOKOŚĆ,CECHY CHARAKTERYSTYCZNE,ŹRÓDŁO,CZAS REALIZACJI [dni],GWARANCJA [miesiące],msg
Bakpol,06/06/2022,SU-G300/2 szafa gospodarcza,MSU 61,,1080,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa gospodarcza, szafa ubraniowa, szkolna, fitness, basenowa, socjalna, pracowniczaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, cokół o wysokości 100mm, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniWnętrze produktu: w prawej komorze 4 półki, a w lewej drążek z wieszaczkami oraz półkaZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1800mm, szerokość 610mm, głębokość 480mmKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące, ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-gospodarcze-i-na-odziez-brudna/1468-su-g300-2-szafa-gospodarcza.html,,2 lata,
Bakpol,06/06/2022,SU-W400/1 szafa na odzież brudną,MKB 5E,,1056,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa wrzutowa, szafa na brudną odzieżOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, otwór wrzutowy z drzwiczkami uchylnymi, duże drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, cokół o wysokości 100mm, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchni Zamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1800mm, szerokość 420mm, głębokość 480mmKolorystyka: dostępna cała paleta RAL , farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: daszek skośny, nóżki, kółka, stópki poziomujące, łnumeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-gospodarcze-i-na-odziez-brudna/1469-su-w400-1-szafa-na-odziez-brudna.html,,2 lata,
Bakpol,06/06/2022,SU-G400/2 szafa gospodarcza,MSU 81,,1404,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa gospodarcza, szafa ubraniowa, szkolna, fitness, basenowa, socjalna, pracowniczaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, cokół o wysokości 100mm, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniWnętrze produktu: w prawej komorze 4 półki, a w lewej drążek z wieszaczkami oraz półkaZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 1800mm, szerokość 810mm, głębokość 480mmKolorystyka: dostępna cała paleta RAL , farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: półka na buty, szuflada na obuwie, otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące, ławka , ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-gospodarcze-i-na-odziez-brudna/1470-su-g400-2-szafa-gospodarcza.html,,2 lata,
Bakpol,06/06/2022,SU-G600/1 szafa socjalna,MSU 61,,1080,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafy socjalneOpis: wnętrze produktu zawiera: półka na całej szerokości szafy, głęboka na 420 mm, umiejscowiona 320 mm od dekla górnego. Pod półką przegroda dzielącą szafę na 2 części, po lewej 3 półki, głębokie na 395 mm w rozstawie co 344 mm, po prawej drążek z 3 haczykami. Cokół 100mm.Zamknięcie: drzwi jednoskrzydłowe, zamykane na zamek cylindryczny renomowanego producenta (możliwość wyposażenia w inny typ zamka (kłódka, klamka, moneta, szyfrowy itp.)Wymiary: wysokość 1800mm, szerokość 600mm, głębokość 480mmKolorystyka: dostępna cała paleta RAL , farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: nóżki, kółka, stópki poziomujące, łnumeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, pólka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-gospodarcze-i-na-odziez-brudna/1471-su-g600-1-szafa-socjalna.html,,2 lata,
Bakpol,06/06/2022,SGOS800/5 - Szafa gospodarcza,MSU 81,,1752,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w następujących KOLORACH.W ramach naszych usług oferujemy także DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria: szafa gospodarcza, szafa ubraniowa, szkolna, fitness, basenowa, socjalna, pracowniczaWnętrze produktu: po lewej stronie wnęka z 3 półkami stałymi w rozstawie co 400 mm,  po prawej stronie drążek z przesuwnymi haczykami na ubrania, drzwi dwuskrzydłowe, drzwi szafy dodatkowo z otworami wentylacyjnymi pozwalającymi na swobodny przepływ powietrza z i do szafy.Zamknięcie: drzwi zamykane zamkiem cylindrycznym 3-punktowym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wys.1800 x szer.800 x gł.500 mm lub NA WYMIARKolorystyka: dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, cokół o wysokości 100mm, drzwi z profilem wzmacniającym, osadzone na ukrytych zawiasach, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniMożliwe wyposażenie: półka na buty, szuflada na obuwie, szafka do przechowywania artykułów gospodarstwa domowego, sprzętu gospodarczego ( środków czystości, miotły, szufelki, wiadra, szmatki, ścierki, itp.), otwór wrzutowy na dokumenty, daszek skośny, nóżki, kółka, stópki poziomujące, ławka, ławka oszczędzająca miejsce, numeracja drzwi, opaska na kluczyk, klucz master, drzwi pleksi, skarbczyk, półka, drążek na wieszaczki do ubrania, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/szafy-gospodarcze-i-na-odziez-brudna/2107-sgos8005-szafa-gospodarcza.html,,2 lata,
Bakpol,06/06/2022,STRN400/1,SUS 41,,876,,,2000,420,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe.Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa strażacka, szafa ubraniowa, socjalna, pracowniczaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, w podłodze otwory odprowadzające wodę, na szafie praktyczny uchwyt na hełm strażacki, nogi o wysokości 150 mm, w każdej komorze drążek i zawieszki na ubrania, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterKOLORYSTYKA: dostępna cała paleta RAL, farby z atestem PZH najlepszych europejskich producentówMOŻLIWE WYPOSAŻENIE: inny rodzaj zamka (elektroniczny/szyfrowy i inne), ryglowanie 3-pkt, podłoga bez perforacji, podłoga płaska (ułatwiająca utrzymanie czystości, kratownica w dnie, ochraniacz frontu podłogi, ociekacz na buty, półka na buty (standardowo 250 mm od dna - bądź wg zamówienia), szuflada na buty, składany uchwyt hełmu, uchwyt hełmu typu 2, otwór wrzutowy na dokumenty, wizytownik na dokumenty, drzwi w dowolnej konfiguracji, drzwi pleksi, daszek skośny, nóżki, cokół (std-100 mm), koła, stópki poziomujące, ławka, stelaż, numeracja drzwi, opaska na kluczyk, klucz master, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, otwory montażowe do ścian lub podłogi, otwory umożliwiające łączenie szaf ze sobą, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, stały/przestawny bądź wysuwany hak na pasy strażackie.",https://bakpol.pl/szafy-szerokosci-400/2392-strn4001.html,,2 lata,
Bakpol,06/06/2022,STRN400/2,SUS 42,,1296,,,2000,810,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe.Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa strażacka, szafa ubraniowa, socjalna, pracowniczaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, w podłodze otwory odprowadzające wodę, na szafie praktyczny uchwyt na hełm strażacki, nogi o wysokości 150 mm, w każdej komorze drążek i zawieszki na ubrania, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterKolorystyka: dostępna cała paleta RAL, farby z atestem PZH najlepszych europejskich producentówMożliwe wyposażenie: inny rodzaj zamka (elektroniczny/szyfrowy i inne), ryglowanie 3-pkt, podłoga bez perforacji, podłoga płaska (ułatwiająca utrzymanie czystości, kratownica w dnie, ochraniacz frontu podłogi, ociekacz na buty, półka na buty (standardowo 250 mm od dna - bądź wg zamówienia), szuflada na buty, składany uchwyt hełmu, uchwyt hełmu typu 2, otwór wrzutowy na dokumenty, wizytownik na dokumenty, drzwi w dowolnej konfiguracji, drzwi pleksi, daszek skośny, nóżki, cokół (std-100 mm), koła, stópki poziomujące, ławka, stelaż, numeracja drzwi, opaska na kluczyk, klucz master, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, otwory montażowe do ścian lub podłogi, otwory umożliwiające łączenie szaf ze sobą, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, stały/przestawny bądź wysuwany hak na pasy strażackie.",https://bakpol.pl/szafy-szerokosci-400/2399-strn4002.html,,2 lata,
Bakpol,06/06/2022,STRN400/1H,SUS 41,,876,,,1850,420,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe.Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa strażacka, szafa ubraniowa, socjalna, pracowniczaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, w podłodze otwory odprowadzające wodę, pod skrytką zamykaną na klucz, znajduje się dzielona półka pozwalająca umieścić na niej hełm, nogi o wysokości 150 mm, w każdej komorze drążek i zawieszki na ubrania, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterKOLORYSTYKA: dostępna cała paleta RAL, farby z atestem PZH najlepszych europejskich producentówMOŻLIWE WYPOSAŻENIE: inny rodzaj zamka (elektroniczny/szyfrowy i inne), ryglowanie 3-pkt, podłoga bez perforacji, podłoga płaska (ułatwiająca utrzymanie czystości, kratownica w dnie, ochraniacz frontu podłogi, ociekacz na buty, półka na buty (standardowo 250 mm od dna - bądź wg zamówienia), szuflada na buty, składany uchwyt hełmu, uchwyt hełmu typu 2, otwór wrzutowy na dokumenty, wizytownik na dokumenty, drzwi w dowolnej konfiguracji, drzwi pleksi, daszek skośny, nóżki, cokół (std-100 mm), koła, stópki poziomujące, ławka, stelaż, numeracja drzwi, opaska na kluczyk, klucz master, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, otwory montażowe do ścian lub podłogi, otwory umożliwiające łączenie szaf ze sobą, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, stały/przestawny bądź wysuwany hak na pasy strażackie.",https://bakpol.pl/szafy-szerokosci-400/2450-strn4001h.html,,2 lata,
Bakpol,06/06/2022,STRN400/2H,SUS 42,,1296,,,1850,810,480,"Powyższe zestawienia kolorystyczne mebli są przykładowe.Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: szafa strażacka, szafa ubraniowa, socjalna, pracowniczaOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, w podłodze otwory odprowadzające wodę, pod skrytką zamykaną na klucz, znajduje się dzielona półka pozwalająca umieścić na niej hełm, nogi o wysokości 150 mm, w każdej komorze drążek i zawieszki na ubrania, łatwość utrzymania czystości dzięki gładkiej, jednolitej powierzchniZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterKolorystyka: dostępna cała paleta RAL, farby z atestem PZH najlepszych europejskich producentówMożliwe wyposażenie: inny rodzaj zamka (elektroniczny/szyfrowy i inne), ryglowanie 3-pkt, podłoga bez perforacji, podłoga płaska (ułatwiająca utrzymanie czystości, kratownica w dnie, ochraniacz frontu podłogi, ociekacz na buty, półka na buty (standardowo 250 mm od dna - bądź wg zamówienia), szuflada na buty, składany uchwyt hełmu, uchwyt hełmu typu 2, otwór wrzutowy na dokumenty, wizytownik na dokumenty, drzwi w dowolnej konfiguracji, drzwi pleksi, daszek skośny, nóżki, cokół (std-100 mm), koła, stópki poziomujące, ławka, stelaż, numeracja drzwi, opaska na kluczyk, klucz master, przegroda wewnętrzna, lusterko, haczyk, wentylacja, perforacje, otwory montażowe do ścian lub podłogi, otwory umożliwiające łączenie szaf ze sobą, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, stały/przestawny bądź wysuwany hak na pasy strażackie.",https://bakpol.pl/szafy-szerokosci-400/2451-strn4002h.html,,2 lata,
Bakpol,06/06/2022,WN09A/AH wózek warsztatowy,SZWN 251,,2508,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: wózek warsztatowy, wózek narzędziowy, szafka warsztatowa, szafka narzędziowa, szafka warsztatowa na kółkach, szafka narzędziowa na kółkachOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, blat wykonany z mocnej i estetycznej płyty wiórowej, koła o średnicy 100mm, dwa skrętne, dwa stałe, jedno z hamulcem, nosność całkowita 200kgWyposażenie: zawiera szafkę A oraz szafkę H, zawiera uchwyt do wygodnego poruszania wózkiemSzafka A zawiera: drzwiczki o wymiarach 620x380mm oraz półkę stałąSzafka H zawiera: cztery szuflady o wymiarach 85x380x460mm oraz jedną o wymiarach 255x380x460mmZamknięcie: drzwi zamykane zamkiem cylindrycznym renomowanego producenta, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 860mm, szerokość 950mm, głębokość 505mm Kolorystyka: malowanie farbą strukturalną, dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: blat laminowany kolory, półka laminowana kolor, dodatkowy uchwyt, organizer szuflady, inny rodzaj prowadnic, dodatkowa wentylacja lub perforacja, tablica perforowana, zawieszki na narzędzia, oświetlenie, przyłącze sprężonego powietrza, gniazda na prąd, obicie blatu blachą ocynkowaną lub lakierowaną, obicie blatu gumą ryflowaną, dodatkowe koło skrętne, dodatkowe koło z hamulcem, stópki poziomujące, nóżki, opaska na kluczyk, klucz master, przegroda szuflady, przegroda wewnętrzna, półka, skarbczyk, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, szafka narzędziowa, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/wozki-narzedziowe/1347-wn09a-ah-wozek-warsztatowy.html,,2 lata,
Bakpol,06/06/2022,WN09A/IH wózek warsztatowy,SZWN 252,,3432,,,,,,"Powyższe zestawienia kolorystyczne mebli są przykładowe. Zarówno fronty, jak i korpusy dostępne są w dowolnym kolorze z palety RAL.W ramach naszych usług oferujemy DARMOWE WIZUALIZACJE wybranych zestawień kolorów.Wszystkie wyroby produkowane są zgodnie z międzynarodową normą jakości ISO 9001:2008, ISO 14001:2005, zgodnie z dyrektywami CE oraz zgodnie z Polskimi Normami.Kategoria meble metalowe: wózek warsztatowy, wózek narzędziowy, szafka warsztatowa, szafka narzędziowa, szafka warsztatowa na kółkach, szafka narzędziowa na kółkachOpis: solidna konstrukcja stalowa z wysokiej jakości blachy europejskich producentów, blat wykonany z mocnej i estetycznej płyty wiórowej, koła o średnicy 100mm, dwa skrętne, dwa stałe, jedno z hamulcem, nosność całkowita 200kgWyposażenie: zawiera szafkę I oraz szafkę H, zawiera uchwyt do wygodnego poruszania wózkiemSzafka I zawiera: pięć szuflad o wymiarach 85x380x460mm oraz jedną o wymiarach 170x380x460mmSzafka H zawiera: cztery szuflady o wymiarach 85x380x460mm oraz jedną o wymiarach 255x380x460mmZamknięcie: drzwi zamykane zamkiem cylindrycznym Euro-Locks, do każdego zamka dwa klucze w komplecie, zamek w systemie klucza masterWymiary: wysokość 860mm, szerokość 950mm, głębokość 505mm Kolorystyka: malowanie farbą strukturalną, dostępna cała paleta RAL, farby z atestem PZH wiodących europejskich producentówMożliwe wyposażenie: blat laminowany kolory, półka laminowana kolor, dodatkowy uchwyt, organizer szuflady, inny rodzaj prowadnic, dodatkowa wentylacja lub perforacja, tablica perforowana, zawieszki na narzędzia, oświetlenie, przyłącze sprężonego powietrza, gniazda na prąd, obicie blatu blachą ocynkowaną lub lakierowaną, obicie blatu gumą ryflowaną, dodatkowe koło skrętne, dodatkowe koło z hamulcem, stópki poziomujące, nóżki, opaska na kluczyk, klucz master, przegroda szuflady, przegroda wewnętrzna, półka, skarbczyk, kotwy do ścian lub podłogi, system podwieszania szafki, wykonanie z innego rodzaju lub grubości blachy, inny rodzaj farby, szafka narzędziowa, inny rodzaj zamka np. kłódkowy, 3-punktowy, elektroniczny, magnesowy, depozytowy, szyfrowy lub inne",https://bakpol.pl/wozki-narzedziowe/1356-wn09a-ih-wozek-warsztatowy.html,,2 lata,Cena zmieniła się o 36%
